,Name,Description,Name_Tokens,Description_Tokens,is_French,is_Italian,is_Polish,is_Mexican,is_Spanish
4207,Ravioli," [Italian] little pasta pillows filled with cheese, meat, vegetable(s), or other fillings served in broth or with sauce.",['Ravioli'],['Ravioli'],0,1,0,0,0
4337,"Rice, Arborio"," One of the Italian medium-grain rices used to make risotto. Once grown only in Italy, Arborio has become so popular it is now being cultivated in California and Texas.","['Rice,', 'Arborio']","['Rice,', 'Arborio']",0,1,0,0,0
4348,Ricotta Cheese," Ricotta is a soft, unripened Italian curd cheese. It is the by product of the whey of other cheeses. It is sweet in flavor and grainy in texture. Ricotta is used often in Italian sweets (most notably Cassata alla Sicilian) and in savory dishes as pasta stuffing. ","['Ricotta', 'Cheese']","['Ricotta', 'Cheese']",0,1,0,0,0
4349,Ricotta Salata, [Italian] a lightly salted cheese produced from sheep milk that has been pressed and dried.,"['Ricotta', 'Salata']","['Ricotta', 'Salata']",0,1,0,0,0
4350,Ricotta," [Italian] rich, fresh, moist cheese resembling cottage cheese, that may be made with whole or skim milk. Originally Ricotta was made from sheep's milk.",['Ricotta'],['Ricotta'],0,1,0,0,0
4352,Rigatoni, [Italian] large pasta tubes with ribbed sides.,['Rigatoni'],['Rigatoni'],0,1,0,0,0
4383,Rognoni, [Italian] kidneys.,['Rognoni'],['Rognoni'],0,1,0,0,0
4397,Romano, [Italian] prepared in the style of Rome.,['Romano'],['Romano'],0,1,0,0,0
4424,Ruote," Wheel shaped pasta. Ruote is Italian for ""cartwheels.""",['Ruote'],['Ruote'],0,1,0,0,0
4450,Salami," [Italian] spiced pork sausage, prepared fresh or smoked.",['Salami'],['Salami'],0,1,0,0,0
4470,Salsa," [Spanish and Italian] sauce. Salsa refers to cooked or fresh combinations of fruits and/or vegetables. The most popular is the Latino mixture of tomatoes, onion and chile peppers.",['Salsa'],['Salsa'],0,1,0,0,1
4478,Saltimbocca," An Italian dish comprised of thin slices of veal, rolled around ham and cheese, seasoned with sage and braised in butter until tender.",['Saltimbocca'],['Saltimbocca'],0,1,0,0,0
4482,Sambuca," An anise-flavored, not-too-sweet Italian liqueur which is usually served with 2 or 3 dark-roasted coffee beans floating on top.",['Sambuca'],['Sambuca'],0,1,0,0,0
4520,Scaloppini, [Italian] veal slices pounded very thin.,['Scaloppini'],['Scaloppini'],0,1,0,0,0
4808,Spaghetti, [Italian] long strands of pasta of various thicknesses and colors.,['Spaghetti'],['Spaghetti'],0,1,0,0,0
4825,Spelt," An often neglected wheat berry, overlooked in favor of those better suited to bread making. Spelt has a magnificent wheaty flavor. A very similar grain is the Italian grain farro.",['Spelt'],['Spelt'],0,1,0,0,0
4829,Spiedini, An Italian word for skewers of meat or fish grilled over a flame or under a broiler. Known as Spiedies in the Eastern United States.,['Spiedini'],['Spiedini'],0,1,0,0,0
4857,Spumoni, [Italian] Ice cream made with fruit and nuts.,['Spumoni'],['Spumoni'],0,1,0,0,0
5060,Tagliatelle," [Italian] a flat ribbon pasta, narrower than fettuccine, measuring approximately 6mm across.",['Tagliatelle'],['Tagliatelle'],0,1,0,0,0
5093,Tartufi, [Italian] truffles.,['Tartufi'],['Tartufi'],0,1,0,0,0
5162,Tiramisu," An Italian dessert which is very popular in the US. Tiramiso consists of sponge cake, soaked with an espresso syrup and layered with a sweetened mascarpone cheese and chocolate sauce.",['Tiramisu'],['Tiramisu'],0,1,0,0,0
5182,Tonno, [Italian] tuna.,['Tonno'],['Tonno'],0,1,0,0,0
5252,Truffle," This is a tuber of unusual flavor and aroma. It is savored in Italian and French cookery, and due to its scarcity, draws a very high price. The truffle has yet to be successfully cultivated, though a fine substitute is now being grown in California. The black truffle of Perigord and the white truffle of Piedmont are highly prized for their exceptional flavors. The black truffle requires cooking to allow the flavors to be fully achieved. Conversely, the white truffle is best when shaved directly on the dish before eating. The aroma of truffles is strong enough to permeate egg shells when the two are stored together. Due to their short growing season and large demand, truffles can reach a price of up to $800 per pound. Frozen and canned forms are more accessible, but their taste never reaches that of fresh truffles. Also, a very rich chocolate candy.",['Truffle'],['Truffle'],1,1,0,0,0
5284,Tutti Frutti, [Italian] Dried mixed fruits as added to ice cream.,"['Tutti', 'Frutti']","['Tutti', 'Frutti']",0,1,0,0,0
5299,Umido, [Italian] stew.,['Umido'],['Umido'],0,1,0,0,0
5363,Vaniglia, [Italian] vanilla.,['Vaniglia'],['Vaniglia'],0,1,0,0,0
5397,Verdura, [Italian] vegetables.,['Verdura'],['Verdura'],0,1,0,0,0
5399,Vermicelli," [Italian] a very fine round noodle which means ""small worms"". These are thinner than spaghetti and thicker than capellini.",['Vermicelli'],['Vermicelli'],0,1,0,0,0
5425,Vitello, [Italian] veal.,['Vitello'],['Vitello'],0,1,0,0,0
5575,Zabaglione," An Italian custard made with egg yolks and wine or juices, which are beaten vigorously over hot water to form a rich, creamy dessert. The custard can then be poured into glasses and chilled to be eaten later, or eaten warm with fresh fruit. Marsala is the most common wine used, though any sweet wine such as Madeira, Champagne, or Sauterne may be used.",['Zabaglione'],['Zabaglione'],0,1,0,0,0
5586,Ziti," Italian for bridegrooms; used to describe large, slightly curved tubes of pasta, similar to rigatoni.",['Ziti'],['Ziti'],0,1,0,0,0
5588,Zucca, [Italian] squash,['Zucca'],['Zucca'],0,1,0,0,0
5590,Zuccotto," This is an Italian form of Charlotte Royale. In this dessert, triangles of sponge cake are placed in a bowl to form a shell for the filling. The filling consists of stiffly whipped cream which is studded with toasted almonds, hazelnuts, chocolate chips and candied fruit. A final layer of cake is placed over this, and when well set, the dessert is inverted onto a platter to form a large dome, reminiscent of Florence Duomo.",['Zuccotto'],['Zuccotto'],0,1,0,0,0
5592,Zuppa, [Italian] soup.,['Zuppa'],['Zuppa'],0,1,0,0,0
