,Name,Description,Name_Tokens,Description_Tokens,is_French,is_Italian,is_Polish,is_Mexican,is_Spanish
2228,Frijoles," [Spanish] beans; usually refers to stewed pinto beans; varieties are Anasazi, black turtle, bollito, pinto or red (Mexican strawberry).",['Frijoles'],['Frijoles'],0,0,0,1,1
2230,Fritada," [Spanish] stew usually made with goat meat, which always contains some animal blood.",['Fritada'],['Fritada'],0,0,0,0,1
2231,Frito, [Spanish] fried.,['Frito'],['Frito'],0,0,0,0,1
2236,Frituras, [Spanish] fritters.,['Frituras'],['Frituras'],0,0,0,0,1
2270,Fundido, [Spanish] fondue.,['Fundido'],['Fundido'],0,0,0,0,1
2282,Gallina, [Italian and Spanish] chicken; hen; fowl.,['Gallina'],['Gallina'],0,1,0,0,1
2285,Gandules, [Spanish] pigeon peas.,['Gandules'],['Gandules'],0,0,0,0,1
2298,Garnacha," [Spanish] round antojito of tortilla dough; tartlets of fried masa filled with black bean paste and ground beef, covered with tomato sauce, and sprinkled with cheese; usually served as an appetizer.",['Garnacha'],['Garnacha'],0,0,0,0,1
2303,"Gaspacho, Gazpacho"," Cold Spanish vegetable soup made with meat broth, crushed fresh tomatoes, and diced raw vegetables like onions, cucumbers, and peppers. ","['Gaspacho,', 'Gazpacho']","['Gaspacho,', 'Gazpacho']",0,0,0,0,1
2308,Gazpacho," A cold spicy vegetable soup served throughout all of the Spanish countries. The most common version is one made with a coarse puree of fresh tomatoes flavored with vinegar and olive oil, embellished with diced raw vegetables like onions, cucumbers, and peppers. A light gazpacho is made with a puree of cucumber, and served with an array of garnishes for the diner to choose from. Roasted almonds, avocados, and croutons are common garnishes.",['Gazpacho'],['Gazpacho'],0,0,0,0,1
2348,Glucosa, [Spanish] corn syrup.,['Glucosa'],['Glucosa'],0,0,0,0,1
2369,Gorditas," [Spanish] little fat ones; corn flour patties, usually slit, then stuffed; often found unslit, with the filling served on top or between two of them.",['Gorditas'],['Gorditas'],0,0,0,0,1
2383,Granadilla, [Spanish] passion fruit.,['Granadilla'],['Granadilla'],0,0,0,0,1
2385,Grande, [Spanish] large.,['Grande'],['Grande'],0,0,0,0,1
2388,Grano de elote, [Spanish] corn kernel.,"['Grano', 'de', 'elote']","['Grano', 'de', 'elote']",0,0,0,0,1
2400,Grasa, [Spanish] shortening.,['Grasa'],['Grasa'],0,0,0,0,1
2404,Gratinados, [Spanish] au gratin.,['Gratinados'],['Gratinados'],0,0,0,0,1
2459,Guacamole," [Spanish] a dip made of mashed avocadoes seasoned with onions, tomatoes, garlic, chiles, and cilantro. This is mostly eaten as a dip for fried corn chips, but it is also very good with raw vegetables and as a topping for various dishes.. You may also use it as a filling for burritos and tacos.",['Guacamole'],['Guacamole'],0,0,0,0,1
2460,Guajalote, [Spanish] turkey; wild turkey.,['Guajalote'],['Guajalote'],0,0,0,0,1
2466,Guayaba," [Spanish] guava; a yellow-green fruit with pale, faintly pink flesh, about the size of a plum; extremely fragrant when ripe; Guava paste is often served with cream cheese as dessert; the fruit is cooked with sugar until thick, then canned or shaped into blocks.",['Guayaba'],['Guayaba'],0,0,0,0,1
2473,Guinentos, [Spanish] green bananas.,['Guinentos'],['Guinentos'],0,0,0,0,1
2474,Guiso, [Spanish] stew.,['Guiso'],['Guiso'],0,0,0,0,1
2481,Haba, [Spanish] large bean.,['Haba'],['Haba'],0,0,0,0,1
2484,Habichuelas rositas, [Spanish] red beans.,"['Habichuelas', 'rositas']","['Habichuelas', 'rositas']",0,0,0,0,1
2485,Habichuelas tiernas, [Spanish] string beans.,"['Habichuelas', 'tiernas']","['Habichuelas', 'tiernas']",0,0,0,0,1
2520,Harina de maiz, [Spanish] flour made from dried corn; cornmeal; Masa Harina is the brand name of the product made by Quaker.,"['Harina', 'de', 'maiz']","['Harina', 'de', 'maiz']",0,0,0,0,1
2521,Harina de trito, [Spanish] wheat flour.,"['Harina', 'de', 'trito']","['Harina', 'de', 'trito']",0,0,0,0,1
2522,Harina enraizado, [Spanish] flour made from sprouted wheat; also called panocha.,"['Harina', 'enraizado']","['Harina', 'enraizado']",0,0,0,0,1
2523,Harina, [Spanish] flour; usually refers to wheat flour.,['Harina'],['Harina'],0,0,0,0,1
2524,Harinilla; harinela, [Spanish] meal made of finely ground chicos; can be used interchangeably with masa harina.,"['Harinilla;', 'harinela']","['Harinilla;', 'harinela']",0,0,0,0,1
2552,Helado, [Spanish] ice cream.,['Helado'],['Helado'],0,0,0,0,1
2555,Herba santa," [Spanish] holy herb; often labeled as hoja santa, it contains licorice and sassafras flavors; has a broad, flat leaf; equal parts fresh basil and tarragon may be substituted using about half as much by volume as hierba santa.","['Herba', 'santa']","['Herba', 'santa']",0,0,0,0,1
2566,Hibiscus blossoms," Also called sorrel blossoms, these make a delicious iced tea. Find in Latin and Caribbean markets. Jamaica is the Spanish name; the blossoms of this tropical plant provide a brilliant color and an intense blackberry and dried cherry flavor to cocktails, marinades and vinaigrettes; Jamaica is also a beverage made from this blossom.","['Hibiscus', 'blossoms']","['Hibiscus', 'blossoms']",0,0,0,0,1
2568,Higado, [Spanish] liver.,['Higado'],['Higado'],0,0,0,0,1
2575,Hinojo, [Spanish] fennel.,['Hinojo'],['Hinojo'],0,0,0,0,1
2584,Hoja santa, [Spanish] large leaf used in cooking in southern Mexico.,"['Hoja', 'santa']","['Hoja', 'santa']",0,0,0,0,1
2585,Hojas de maiz, [Spanish] corn husks.,"['Hojas', 'de', 'maiz']","['Hojas', 'de', 'maiz']",0,0,0,0,1
2586,Hojas de platano, [Spanish] banana leaves.,"['Hojas', 'de', 'platano']","['Hojas', 'de', 'platano']",0,0,0,0,1
2587,Hojas, [Spanish] leaves.,['Hojas'],['Hojas'],0,0,0,0,1
2604,Hongos, [Spanish] mushrooms.,['Hongos'],['Hongos'],0,0,0,0,1
2608,Horchata, [Spanish] beverage made with rice or melon.,['Horchata'],['Horchata'],0,0,0,0,1
2612,Hornos, [Spanish] outdoor ovens; beehive ovens.,['Hornos'],['Hornos'],0,0,0,0,1
2627,Huachinango, [Spanish] red snapper.,['Huachinango'],['Huachinango'],0,0,0,0,1
2628,Huauzoncle (guauzontle), [Spanish] wild green with thin serrated leaves.,"['Huauzoncle', '(guauzontle)']","['Huauzoncle', '(guauzontle)']",0,0,0,0,1
2631,Huevo, [Spanish] egg.,['Huevo'],['Huevo'],0,0,0,0,1
2632,Huevos con tostaditos, [Spanish] eggs with tortilla chips; migas.,"['Huevos', 'con', 'tostaditos']","['Huevos', 'con', 'tostaditos']",0,0,0,0,1
2634,Huevos rancheros, [Spanish] ranch-style eggs. A Mexican dish of fried eggs served atop a tortilla and covered with a tomato sauce.,"['Huevos', 'rancheros']","['Huevos', 'rancheros']",0,0,0,1,1
2635,Huevos, [Spanish] eggs,['Huevos'],['Huevos'],0,0,0,0,1
2636,Huitlacoche," [Spanish] corn fungus delicacy; sleepy excrement (Aztec); common in central Mexico; during the rainy season, a fungus develops between the husks and the ripe kernels where the kernels will blacken, contort and swell to form this musty fungus; valued for centuries in Mexico; has an earthy and distinct taste finally similar to mushrooms or truffles; lends a black hue and resonant aroma to stuffings for empanadas, tamales and quesadillas; makes distinctive sauces; usually sold cut from the cob and frozen; needs cooking to release flavor and aroma; often sauteed with roasted garlic and onions, and either fresh marjoram, oregano or epazote, then simmered with a little water or stock; harvested during the rainy season, usually late spring to early fall.",['Huitlacoche'],['Huitlacoche'],0,0,0,0,1
2767,Jaban, [Spanish] wild boar.,['Jaban'],['Jaban'],0,0,0,0,1
2772,Jaiba," [Spanish] small, hard-shelled crab.",['Jaiba'],['Jaiba'],0,0,0,0,1
2776,Jalapenos en escabeche, [Spanish] pickled jalapenos.,"['Jalapenos', 'en', 'escabeche']","['Jalapenos', 'en', 'escabeche']",0,0,0,0,1
2778,Jamaica, [Spanish] hibiscus; deep red calyxes that cover the blossoms before the flowers open; used to flavor beverages; commonly labeled sorrel in markets.,['Jamaica'],['Jamaica'],0,0,0,0,1
2782,Jamon, [Spanish] ham.,['Jamon'],['Jamon'],0,0,0,0,1
2783,Jarabe, [Spanish] syrup.,['Jarabe'],['Jarabe'],0,0,0,0,1
2788,Jarros, [Spanish] pitchers.,['Jarros'],['Jarros'],0,0,0,0,1
2797,Jengibre, [Spanish] ginger.,['Jengibre'],['Jengibre'],0,0,0,0,1
2806,Jitomate, [Spanish] word for the tomato most commonly used in Mexico's interior.,['Jitomate'],['Jitomate'],0,0,0,0,1
2815,Jugo, [Spanish] juice.,['Jugo'],['Jugo'],0,0,0,0,1
2927,Langostino," The Spanish word for ""prawn."" ",['Langostino'],['Langostino'],0,0,0,0,1
2965,Leche de cabra, [Spanish] goat's milk.,"['Leche', 'de', 'cabra']","['Leche', 'de', 'cabra']",0,0,0,0,1
2966,Leche de coco, [Spanish] coconut milk.,"['Leche', 'de', 'coco']","['Leche', 'de', 'coco']",0,0,0,0,1
2967,Leche quemada, [Spanish] burned milk.,"['Leche', 'quemada']","['Leche', 'quemada']",0,0,0,0,1
2968,Leche, [Spanish] milk,['Leche'],['Leche'],0,0,0,0,1
2969,Lechuga, [Spanish] lettuce.,['Lechuga'],['Lechuga'],0,0,0,0,1
2981,Lengua, [Spanish] tongue.,['Lengua'],['Lengua'],0,0,0,0,1
2982,Lenteja, [Spanish] lentil.,['Lenteja'],['Lenteja'],0,0,0,0,1
2987,Levadura, [Spanish] yeast.,['Levadura'],['Levadura'],0,0,0,0,1
2995,Licuadora, [Spanish] electric blender.,['Licuadora'],['Licuadora'],0,0,0,0,1
3003,Lima agria, [Spanish] Bitter lime used in Yucatan.,"['Lima', 'agria']","['Lima', 'agria']",0,0,0,0,1
3006,Lima, [Spanish] lime.,['Lima'],['Lima'],0,0,0,0,1
3011,Limon, [Spanish] Lemon; in Mexico it usually refers to the small tart Mexican lime.,['Limon'],['Limon'],0,0,0,1,1
3013,Limones, [Spanish] Limes.,['Limones'],['Limones'],0,0,0,0,1
3021,Liquados, [Spanish] Fresh fruit drinks.,['Liquados'],['Liquados'],0,0,0,0,1
3044,Lomo de puerco, [Spanish] pork loin.,"['Lomo', 'de', 'puerco']","['Lomo', 'de', 'puerco']",0,0,0,0,1
3080,Macarronada, [Spanish] macaroni.,['Macarronada'],['Macarronada'],0,0,0,0,1
3084,Machaca," [Spanish] from the verb machacar, which means to pound or break something into small pieces; meat that has been stewed, roasted or broiled, then shredded; it is typical of Sonoran cooking.",['Machaca'],['Machaca'],0,0,0,0,1
3085,Machacado, [Spanish] mashed; name of a dish of scrambled eggs and shredded dried meat.,['Machacado'],['Machacado'],0,0,0,0,1
3112,Maiz, [Spanish] maiz; corn.,['Maiz'],['Maiz'],0,0,0,0,1
3113,Maizena," [Spanish] cornstarch; a product of Mexico which comes in almond, chocolate, cinnamon, coconut, guava, mango, pineapple and vanilla flavors; commonly used to make Atole.",['Maizena'],['Maizena'],0,0,0,0,1
3120,Manchamantel," [Spanish] ""tablecloth stainer."" Usually refers to sauces that do not wash out easily.",['Manchamantel'],['Manchamantel'],0,0,0,0,1
3121,Manchego, [Spanish] an aged sheep's milk cheese that is dry and crumbly; packed in straw and weighted; usually grated for use in quesadillas and empanadas; substitute good Parmesan or aged white Cheddar.,['Manchego'],['Manchego'],0,0,0,0,1
3127,Mangos," [Spanish] mangoes; one of the most popular fruits in the Southwest and Mexico; it has a peach-like taste and flowery aroma; the skin is pink, red, gold and green; the flesh is deep yellow and juicy; to slice the fruit, free it from the flat, oval pit in large pieces. There are some two hundred varieties. They are usually eaten ripe, as a fruit or in salsa. Green mangoes make great salads and chutneys.",['Mangos'],['Mangos'],0,0,0,0,1
3131,Manioc," [Spanish] yuca; cassava; see ""yuca.""",['Manioc'],['Manioc'],0,0,0,0,1
3132,Mano, [Spanish] hand; implement used to grind corn and chiles on a metate.,['Mano'],['Mano'],0,0,0,0,1
3133,Manteca, [Spanish] lard; fat; probably the most frequently used ingredient in traditional Mexican cooking; has approximately half the cholesterol of butter; fresh rendered lard is best; it is usually best to substitute vegetable shortening unless fresh lard is available.,['Manteca'],['Manteca'],0,0,0,1,1
3134,Mantequilla, [Spanish] butter.,['Mantequilla'],['Mantequilla'],0,0,0,0,1
3138,Manzanas, [Spanish] apples.,['Manzanas'],['Manzanas'],0,0,0,0,1
3139,Manzanilla Olive," Spanish green olive, lightly lye-cured then packed in salt and lactic acid; available unpitted and/or stuffed.","['Manzanilla', 'Olive']","['Manzanilla', 'Olive']",0,0,0,0,1
3162,Mariscos, [Spanish] seafood dishes.,['Mariscos'],['Mariscos'],0,0,0,0,1
3183,Masa," [Spanish] dough; dough of ground dried corn and flour; usually refers to ground nixtamal; instant corn flour tortilla mix; cornmeal dough made from dried corn kernels that have been softened in a lime solution, then ground; fresh frozen masa is available in supermarkets throughout the Southwest; comes finely ground in a dehydrated form and can be used to make tortillas and tamales.",['Masa'],['Masa'],0,0,0,0,1
3184,Mascabado, [Spanish] brown sugar.,['Mascabado'],['Mascabado'],0,0,0,0,1
3210,Mediano, [Spanish] medium hot (to taste).,['Mediano'],['Mediano'],0,0,0,0,1
3211,Mejillones, [Spanish] mussels.,['Mejillones'],['Mejillones'],0,0,0,0,1
3212,Mejorana, [Spanish] marjoram; wild oregano.,['Mejorana'],['Mejorana'],0,0,0,0,1
3217,Melon, [Spanish] cantaloupe.,['Melon'],['Melon'],0,0,0,0,1
3220,Membrillo, [Spanish] quince.,['Membrillo'],['Membrillo'],0,0,0,0,1
3221,Menta, [Spanish] mint.,['Menta'],['Menta'],0,0,0,0,1
3222,Menudo," [Spanish] tripe and cow's foot soup or stew; fiery Mexican ""hangover cure,"" traditionally eaten on Saturday and Sunday; traditional dish for New Year's Day; normally served with lime wedges, oregano, red pepper flakes and hot tortillas.",['Menudo'],['Menudo'],0,0,0,1,1
3223,Mercados, [Spanish] markets.,['Mercados'],['Mercados'],0,0,0,0,1
3233,Merienda, [Spanish] afternoon tea following the daily siesta.,['Merienda'],['Merienda'],0,0,0,0,1
3235,Mesa, [Spanish] table.,['Mesa'],['Mesa'],0,0,0,0,1
3236,Mescal, [Spanish] liquor distilled from fermented juice of the maguey cactus.,['Mescal'],['Mescal'],0,0,0,0,1
3247,Miaz azul, [Spanish] blue corn.,"['Miaz', 'azul']","['Miaz', 'azul']",0,0,0,0,1
3254,Migajas, [Spanish] crumbs.,['Migajas'],['Migajas'],0,0,0,0,1
3255,Migajon, [Spanish] soft inside of bread.,['Migajon'],['Migajon'],0,0,0,0,1
3256,Migas," [Spanish] leftovers; crumbs; a dish made of eggs scrambled with chorizo, tortilla chips, onions, tomatoes, cheese and chiles, it is normally eaten for breakfast; also called huevos con tostaditos.",['Migas'],['Migas'],0,0,0,0,1
3270,Milpa, [Spanish] cornfield.,['Milpa'],['Milpa'],0,0,0,0,1
3307,Mojo de ajo, [Spanish] soaked in garlic.,"['Mojo', 'de', 'ajo']","['Mojo', 'de', 'ajo']",0,0,0,0,1
3311,Molcajete, [Spanish] mortar made from volcanic stone used for grinding chiles.,['Molcajete'],['Molcajete'],0,0,0,0,1
3314,Mole negro," [Spanish] the best known of Oaxaca's famous ""seven moles.""","['Mole', 'negro']","['Mole', 'negro']",0,0,0,0,1
3315,Mole," [Spanish] taken from the Nahuatl word ""Molli,"" meaning concoction; an assortment of thick sauces used in Mexican cooking made of chiles. These sauces are made with one or many chiles, and flavored with cumin, coriander, cinnamon, nuts, seeds, and chocolate. one of the most common ingredients of mole sauce is chocolate; one of the oldest known sauces. Their flavor is rich, smoky, and very complex. Some recipes are made with fresh herbs and have a green color. Chicken, turkey, and pork are then simmered in this sauce.",['Mole'],['Mole'],0,0,0,1,1
3316,Molinillo," [Spanish] a wooden whisk used to whip hot chocolate; the handle is rolled between the palms of the hands, whipping the mixture until it is frothy.",['Molinillo'],['Molinillo'],0,0,0,0,1
3317,Mollejas, [Spanish] sweetbreads.,['Mollejas'],['Mollejas'],0,0,0,0,1
3318,Molletes, [Spanish] yeast rolls flavored with anise; toasted open-faced sandwich filled with refried beans and cheese.,['Molletes'],['Molletes'],0,0,0,0,1
3336,Morcilla, [Spanish] pork mixed with pig's blood and spices and steamed within the animal's stomach.,['Morcilla'],['Morcilla'],0,0,0,0,1
3345,Mostarda di Cremona," [Spanish] These are fruits cooked and marinated in a spicy, mustard flavored syrup. It is a classic accompaniment to bollito misto. These fruits are also used in sauces for veal, and assorted stuffed pasta fillings.","['Mostarda', 'di', 'Cremona']","['Mostarda', 'di', 'Cremona']",0,0,0,0,1
3346,Mostaza, [Spanish] mustard.,['Mostaza'],['Mostaza'],0,0,0,0,1
3395,Muskellunge, [Spanish] very delicious food.,['Muskellunge'],['Muskellunge'],0,0,0,0,1
3397,Nabo, [Spanish] turnip.,['Nabo'],['Nabo'],0,0,0,0,1
3399,Nachos," [Spanish] tortilla chips that are topped with cheese, chiles, etc., then heated until the cheese melts; originated in El Paso, Texas.",['Nachos'],['Nachos'],0,0,0,0,1
3406,Naranja agria, [Spanish] sour orange.,"['Naranja', 'agria']","['Naranja', 'agria']",0,0,0,0,1
3407,Naranja dulce, [Spanish] sweet orange.,"['Naranja', 'dulce']","['Naranja', 'dulce']",0,0,0,0,1
3408,Naranjas, [Spanish] oranges.,['Naranjas'],['Naranjas'],0,0,0,0,1
3411,Natilla," [Spanish] custard dessert; similar to floating island, with stiffly beaten egg whites layered on top of an egg custard; often accompanied with fresh or poached fruits.",['Natilla'],['Natilla'],0,0,0,0,1
3434,Negro, [Spanish] black.,['Negro'],['Negro'],0,0,0,0,1
3462,Nixtamal," [Spanish] hominy; lime-slaked corn; used to make posole or ground into masa, or dough, to make tortillas.",['Nixtamal'],['Nixtamal'],0,0,0,0,1
3465,Nogada, [Spanish] walnut sauce.,['Nogada'],['Nogada'],0,0,0,0,1
3482,Noodles - Japanese," [Spanish] paddles (leaves) of the prickly pear (nopal) cactus; they are firm and crunchy; the smaller the paddle, the more tender; nopales have a flavor similar to green beans and can be eaten raw or cooked; sliced green beans can be substituted.","['Noodles', '-', 'Japanese']","['Noodles', '-', 'Japanese']",0,0,0,0,1
3484,Udon Noodles, [Spanish] cactus paddles cut into strips or dices; usually refers to the canned and pickled cactus.,"['Udon', 'Noodles']","['Udon', 'Noodles']",0,0,0,0,1
3488,naengmyon, [Spanish] north; of the north.,['naengmyon'],['naengmyon'],0,0,0,0,1
3498,Not authorized (food industry term), [Spanish] new.,"['Not', 'authorized', '(food', 'industry', 'term)']","['Not', 'authorized', '(food', 'industry', 'term)']",0,0,0,0,1
3499,Not-on-file (food industry term), [Spanish] nutmeg.,"['Not-on-file', '(food', 'industry', 'term)']","['Not-on-file', '(food', 'industry', 'term)']",0,0,0,0,1
3521,Ocote, [Spanish] small strips of pine used to kindle a fire.,['Ocote'],['Ocote'],0,0,0,0,1
3540,Olla podrida, [Spanish] stew.,"['Olla', 'podrida']","['Olla', 'podrida']",0,0,0,0,1
3542,Oloroso, [Spanish] a type of sherry. Oloroso means fragrant in Spanish and this sherry has an intense bouquet.,['Oloroso'],['Oloroso'],0,0,0,0,1
3589,Orehones, [Spanish] dried fruits.,['Orehones'],['Orehones'],0,0,0,0,1
3603,Ostiones, [Spanish] oysters.,['Ostiones'],['Ostiones'],0,0,0,0,1
3638,Pacanas, [Spanish] pecan nuts.,['Pacanas'],['Pacanas'],0,0,0,0,1
3639,Pachola," [Spanish] thin, half circle-shaped piece of ground meat.",['Pachola'],['Pachola'],0,0,0,0,1
3649,Paella," A Spanish rice dish originating in the town of Valencia. There are hundreds of recipes for paella, all claiming to be authentic. The only ingredients that are necessary for paella are rice, tomatoes, and saffron. Other ingredients are chicken, chorizo, mussels, squid, peppers, and beans. More elaborate preparations include shrimp, lobster, and duck.",['Paella'],['Paella'],0,0,0,0,1
3655,Palillo, [Spanish] toothpick.,['Palillo'],['Palillo'],0,0,0,0,1
3666,Pampano, [Spanish] pompano.,['Pampano'],['Pampano'],0,0,0,0,1
3667,Pan dulce, [Spanish] sweet bread.,"['Pan', 'dulce']","['Pan', 'dulce']",0,0,0,0,1
3669,Pan, [Spanish] bread.,['Pan'],['Pan'],0,0,0,0,1
3672,Panaderia, [Spanish] bakery.,['Panaderia'],['Panaderia'],0,0,0,0,1
3677,Pancita, [Spanish] stuffed sheep's stomach.,['Pancita'],['Pancita'],0,0,0,0,1
3679,Panela, [Spanish] white cheese made with rennet; slightly salty; it holds its shape when melted; normally sold in blocks or rounds; often sliced thick and broiled or baked; Monterey Jack can be substituted.,['Panela'],['Panela'],0,0,0,0,1
3691,Panques, [Spanish] pancakes.,['Panques'],['Panques'],0,0,0,0,1
3698,Papas, [Spanish] potatoes.,['Papas'],['Papas'],0,0,0,0,1
3700,Papel, [Spanish] paper.,['Papel'],['Papel'],0,0,0,0,1
3724,Parrilla, [Spanish] broiler or grill.,['Parrilla'],['Parrilla'],0,0,0,0,1
3725,Parrillada, [Spanish] grilled items.,['Parrillada'],['Parrillada'],0,0,0,0,1
3731,Pasa, [Spanish] raisin.,['Pasa'],['Pasa'],0,0,0,0,1
3736,Passion fruit," Purplish-brown on the outside, filled with (edible) pits and orange flesh inside. Unadulterated, it is tart and hard to take. Passionfruit get its name from its flowers, which Spanish missionaries thought resembled symbols of Christ's Passion, such as the crown of thorns.","['Passion', 'fruit']","['Passion', 'fruit']",0,0,0,0,1
3739,Angel Hair, [Spanish] cake; pie.,"['Angel', 'Hair']","['Angel', 'Hair']",0,0,0,0,1
3740,Campanelle, [Spanish] envelopes of dough made of plantains filled with tasty ingredients.,['Campanelle'],['Campanelle'],0,0,0,0,1
3741,Castellane, [Spanish] pie.,['Castellane'],['Castellane'],0,0,0,0,1
3758,Pastry Bag, [Spanish] potatoes.,"['Pastry', 'Bag']","['Pastry', 'Bag']",0,0,0,0,1
3759,Pastry Blender, [Spanish] sweet potato.,"['Pastry', 'Blender']","['Pastry', 'Blender']",0,0,0,0,1
3773,Pate Choux, [Spanish] duck.,"['Pate', 'Choux']","['Pate', 'Choux']",0,0,0,0,1
3780,Patisserie, [Spanish] turkey.,['Patisserie'],['Patisserie'],0,0,0,0,1
3818,Penne, [Spanish] pear.,['Penne'],['Penne'],0,0,0,0,1
3825,Peppermint, [Spanish] parsley.,['Peppermint'],['Peppermint'],0,0,0,0,1
3840,Mora and morita, [Spanish] fish.,"['Mora', 'and', 'morita']","['Mora', 'and', 'morita']",0,0,0,0,1
3860,Pescado," A Spanish dish made up of ground pork and beef, tomatoes, garlic, onions, and other foods, depending on the region. In Mexico, picadillo is used as a stuffing.",['Pescado'],['Pescado'],0,0,0,0,1
3861,Pesce," [Spanish] hash; shredded or ground beef, spices and other ingredients; normally used as a filling.",['Pesce'],['Pesce'],0,0,0,0,1
3862,Pesto," [Spanish] sharp, hot and spicy (to taste).",['Pesto'],['Pesto'],0,0,0,0,1
3879,"Pib, pibil", [Spanish] hot (to taste).,"['Pib,', 'pibil']","['Pib,', 'pibil']",0,0,0,0,1
3889,Pickapeppa Sauce," [Spanish] an unrefined cane sugar that is purchased in molded hard cones; It is beige to brown in color; the deeper the color, the more molasses flavor it has; dark brown sugar may be substituted.","['Pickapeppa', 'Sauce']","['Pickapeppa', 'Sauce']",0,0,0,0,1
3893,Pickling Spice, [Spanish] black pepper.,"['Pickling', 'Spice']","['Pickling', 'Spice']",0,0,0,0,1
3894,Pickup (cash) (food industry term), [Spanish] pepper.,"['Pickup', '(cash)', '(food', 'industry', 'term)']","['Pickup', '(cash)', '(food', 'industry', 'term)']",0,0,0,0,1
3898,Picoso," [Spanish] pineapples; used in salsas, relishes, desserts and cocktails.",['Picoso'],['Picoso'],0,0,0,0,1
3905,Pike," [Spanish] pine nuts, pignolis; seeds of the pi on pine which ripen in the crevices of pine cones throughout the desert Southwest; delicious raw or toasted; store tightly covered and either refrigerate or freeze them, depending on how soon they are to be used.",['Pike'],['Pike'],0,0,0,0,1
3913,Pimenton, [Spanish] sauce containing ground nuts or seeds and spices; Indian stew or fricassee thickened by its ingredients rather than by flour.,['Pimenton'],['Pimenton'],0,0,0,0,1
3937,Piquant," [Spanish] plantain; a tropical plant resembling the banana; very large with a thick skin; the fruit is deeper yellow than that of the banana; cooked, unripe platana is eaten like a potato; when ripe, the skins are black, and this is when they are sweetest; platanas will ripen after being harvested.",['Piquant'],['Piquant'],0,0,0,0,1
3938,Piquante Sauce, [Spanish] banana; coarse-textured banana that cannot be eaten raw.,"['Piquante', 'Sauce']","['Piquante', 'Sauce']",0,0,0,0,1
3972,Pma (food industry term), Spanish term for chicken.,"['Pma', '(food', 'industry', 'term)']","['Pma', '(food', 'industry', 'term)']",0,0,0,0,1
3973,Po (food industry term), [Spanish] chicken.,"['Po', '(food', 'industry', 'term)']","['Po', '(food', 'industry', 'term)']",0,0,0,0,1
4004,Pool car (food industry term), [Spanish] dessert.,"['Pool', 'car', '(food', 'industry', 'term)']","['Pool', 'car', '(food', 'industry', 'term)']",0,0,0,0,1
4112,"Progressive grocer associates, llc (food industry term)", [Spanish] stew.,"['Progressive', 'grocer', 'associates,', 'llc', '(food', 'industry', 'term)']","['Progressive', 'grocer', 'associates,', 'llc', '(food', 'industry', 'term)']",0,0,0,0,1
4114,Promotion (food industry term), [Spanish] pork.,"['Promotion', '(food', 'industry', 'term)']","['Promotion', '(food', 'industry', 'term)']",0,0,0,0,1
4115,Promotion allowance (food industry term), [Spanish] leek.,"['Promotion', 'allowance', '(food', 'industry', 'term)']","['Promotion', 'allowance', '(food', 'industry', 'term)']",0,0,0,0,1
4116,Promotion money (food industry term), [Spanish] a stand in the market or on the street.,"['Promotion', 'money', '(food', 'industry', 'term)']","['Promotion', 'money', '(food', 'industry', 'term)']",0,0,0,0,1
4155,Quelitas, [Spanish] lamb's quarters; pigweed; goosefoot; wild spinach; wild greens; bean and spinach dish seasoned with bacon and chile.,['Quelitas'],['Quelitas'],0,0,0,0,1
4156,"Quemar, quemado", [Spanish] to burn; burned.,"['Quemar,', 'quemado']","['Quemar,', 'quemado']",0,0,0,0,1
4159,Quesadilla," [Spanish] sandwich; flour tortilla turnover which is usually stuffed with cheese, then toasted, fried or baked. Originally a corn masa empanada filled with meat then deep fried. Modern versions found throughout restaurants in the US are made with flour tortillas that are filled with cheese and perhaps beans, meat, salsa. or vegetables, and folded over when cooked. Usually pan-fried or cooked under a broiler.",['Quesadilla'],['Quesadilla'],0,0,0,0,1
4160,Queso anejo," [Spanish] aged cheese; salty white cheese slightly similar to feta in flavor, but since it is not brined, its flavor is somewhat milder; a good substitute is grated feta cheese.","['Queso', 'anejo']","['Queso', 'anejo']",0,0,0,0,1
4161,Queso asadero," [Spanish] also known as quesilla de Oaxaca; a rubbery-textured cheese that is pulled and twisted into strands; traditionally used in fillings where it becomes stringy when heated; whole-milk mozzarella, Monterey jack or Muenster may be substituted.","['Queso', 'asadero']","['Queso', 'asadero']",0,0,0,0,1
4162,Queso blanco," [Spanish] fresh white cheese, often called queso fresco.","['Queso', 'blanco']","['Queso', 'blanco']",0,0,0,0,1
4164,Queso flameado, [Spanish] flamed cheese; queso fundido (melted cheese); cheese roasted over a flame.,"['Queso', 'flameado']","['Queso', 'flameado']",0,0,0,0,1
4166,Queso fresco, [Spanish] cheese which has a texture similar to farmer's cheese; crumbly white cheese made from partially skimmed milk; lightly tangy and very subtle; usually sold in small round cakes; used for fillings and crumbled into soups and over sauces; often called queso blanco; white Cheddar or a mixture of farmer's and feta cheese are fairly good substitutes.,"['Queso', 'fresco']","['Queso', 'fresco']",0,0,0,0,1
4169,Queso, [Spanish] cheese.,['Queso'],['Queso'],0,0,0,0,1
